# name: tr
# type: matrix
# rows: 2000
# columns: 2
3.202481 0.315715
3.418880 0.415610
3.221732 0.396499
3.555539 0.763516
3.547300 0.534447
3.268463 0.559941
0.031831 3.034484
0.420059 3.120507
0.846049 3.084081
0.581921 3.843369
0.764582 3.905110
0.826987 3.805483
0.235670 3.131091
0.081463 3.625041
0.044308 3.109312
0.197545 3.246789
0.664480 1.593262
0.558007 1.900150
0.724353 1.639469
0.616100 1.768661
0.748781 1.813645
0.106359 1.264717
0.520979 1.768757
0.002384 1.624813
0.168514 1.503568
0.366855 1.102716
1.181762 2.231888
1.524139 2.702741
1.091554 2.526523
1.418463 2.260068
1.121000 2.785318
1.362784 2.485124
1.545066 2.431534
1.744287 2.117766
1.586824 2.835448
1.496589 2.501484
2.692883 1.627937
2.171534 1.234490
2.408200 1.741732
2.500449 1.827933
2.109849 1.625978
2.178264 1.291611
2.857866 1.702403
2.085262 1.040329
2.319836 1.503725
2.300397 1.440836
2.014040 3.854435
2.770476 3.871906
2.647748 3.855737
2.003144 3.058492
2.450371 3.303540
2.499328 3.830323
2.057630 3.516197
2.846250 3.243253
2.368262 3.070852
2.106610 3.146684
2.086294 3.907402
2.217158 3.143923
2.514508 3.154317
2.387177 3.882770
2.225168 3.493786
2.120364 3.017212
2.056146 3.738353
2.158384 3.154880
2.243956 3.147793
2.622630 3.046711
3.078229 2.164442
3.387657 2.042787
3.279002 2.752459
3.807240 2.048161
3.047154 2.797363
3.528802 2.712552
3.059864 2.716118
3.681536 2.276432
3.216224 2.513167
3.181091 2.802999
2.408965 1.652024
2.741810 1.468830
2.459051 1.514255
2.745262 1.675274
2.118332 1.017262
2.569183 1.730395
2.126061 1.682125
2.590979 1.606872
2.099350 1.676499
2.650992 1.600878
0.308117 3.402071
0.271544 3.104176
0.540807 3.894088
0.179238 3.522912
0.505691 3.302460
0.552170 3.005565
0.045394 3.384889
0.474395 3.504444
0.899144 3.310566
0.270628 3.108385
3.327828 0.839811
3.838780 0.453889
3.612844 0.520668
3.151670 0.712194
3.288077 0.802662
3.403981 0.596193
3.295642 0.675525
3.700370 0.836449
3.660522 0.879608
3.450270 0.257122
2.544341 1.528065
2.496520 1.659413
2.125340 1.507703
2.478238 1.243283
2.670556 1.100167
2.649303 1.726980
2.126076 1.742425
2.169955 1.827511
2.626826 1.449379
2.371286 1.481744
1.269982 0.172183
1.609638 0.183933
1.235768 0.146812
1.576122 0.127345
1.506801 0.527510
1.157480 0.142052
1.146484 0.654000
1.801464 0.271824
1.252612 0.370612
1.515107 0.014077
2.789522 3.653483
2.779221 3.030082
2.642162 3.775345
2.415502 3.777653
2.438500 3.019176
2.510855 3.629166
2.689422 3.386109
2.057224 3.195485
2.153736 3.666198
2.863251 3.291974
1.881189 2.636003
1.900991 2.442408
1.240720 2.288680
1.092279 2.756450
1.191642 2.457631
1.814389 2.072073
1.202022 2.684519
1.102156 2.844185
1.550773 2.517658
1.712747 2.080182
1.579005 2.187099
1.781534 2.781027
1.871618 2.883690
1.716121 2.513300
1.492257 2.519777
1.593483 2.120000
1.834288 2.393740
1.437165 2.625818
1.251221 2.040724
1.571083 2.774901
1.600275 0.804976
1.085525 0.386691
1.214886 0.139432
1.135635 0.508486
1.000369 0.397879
1.385251 0.381082
1.344515 0.382016
1.686994 0.684890
1.815946 0.709632
1.367396 0.381509
1.394261 2.824804
1.454605 2.887213
1.734708 2.319865
1.599443 2.126205
1.411732 2.048770
1.029759 2.102916
1.853746 2.115284
1.489607 2.159542
1.254716 2.625242
1.668028 2.255085
3.114030 0.144188
3.636167 0.458545
3.526205 0.414070
3.234344 0.433060
3.214610 0.601740
3.814569 0.608872
3.517453 0.360083
3.586994 0.343070
3.679947 0.277346
3.469275 0.182588
2.326116 1.499035
2.285504 1.270771
2.614319 1.775111
2.430313 1.869035
2.491262 1.189250
2.215028 1.605293
2.333439 1.851195
2.154746 1.859644
2.356174 1.389090
2.383613 1.570785
1.059149 2.622100
1.230859 2.639928
1.825227 2.579053
1.051699 2.067732
1.051328 2.792592
1.445142 2.026050
1.317921 2.465390
1.093162 2.731373
1.399248 2.866984
1.080785 2.677029
1.840017 0.425294
1.759407 0.248846
1.890684 0.852569
1.071128 0.380841
1.810463 0.151913
1.148779 0.390649
1.827516 0.727672
1.474809 0.312270
1.256861 0.068546
1.611620 0.462601
2.264363 1.268092
2.269733 1.182788
2.086673 1.744542
2.495058 1.343534
2.813089 1.197587
2.806136 1.255819
2.681325 1.624535
2.603924 1.358947
2.438659 1.864449
2.718599 1.300209
3.477162 2.406045
3.149459 2.249396
3.121488 2.753383
3.608343 2.560148
3.708740 2.417850
3.860357 2.904775
3.411276 2.043951
3.857690 2.438936
3.177957 2.549077
3.444309 2.424414
2.359777 1.328767
2.026143 1.438569
2.482958 1.719750
2.604035 1.472600
2.090234 1.203944
2.366240 1.567396
2.609988 1.515699
2.816792 1.731477
2.359991 1.516044
2.382534 1.159641
0.331541 1.697148
0.184723 1.103209
0.312240 1.725725
0.252629 1.031255
0.323560 1.048667
0.403270 1.331630
0.824827 1.878971
0.169611 1.789070
0.078745 1.320460
0.661147 1.424809
2.134615 1.690626
2.793843 1.050351
2.660506 1.054363
2.839422 1.739252
2.374824 1.591478
2.254970 1.722512
2.213679 1.557894
2.430954 1.271490
2.880973 1.258469
2.328983 1.279542
1.635695 0.519672
1.607432 0.849375
1.168475 0.129295
1.211773 0.140358
1.387765 0.540756
1.419900 0.802038
1.097944 0.429552
1.251082 0.886241
1.272523 0.865318
1.904100 0.201443
3.857819 0.475080
3.264978 0.631854
3.839904 0.378864
3.157305 0.350001
3.423081 0.422007
3.234921 0.149686
3.032589 0.842353
3.089969 0.201064
3.062558 0.301743
3.341422 0.450322
0.801383 1.085235
0.154175 1.833972
0.018498 1.244144
0.125945 1.081055
0.545887 1.467367
0.531378 1.479295
0.319597 1.874647
0.510647 1.601380
0.559908 1.519149
0.246595 1.201397
3.803542 2.158955
3.305193 2.214048
3.124511 2.815840
3.815428 2.684420
3.425899 2.152932
3.885816 2.039468
3.246184 2.677429
3.131628 2.451071
3.691111 2.633193
3.237365 2.175078
3.291739 0.173002
3.506278 0.610929
3.081581 0.707410
3.903225 0.660818
3.059070 0.448639
3.428708 0.007015
3.891251 0.188791
3.710199 0.718072
3.155116 0.474953
3.744942 0.234021
3.894785 2.488669
3.578438 2.128241
3.897811 2.525460
3.670930 2.285815
3.526158 2.486691
3.194965 2.817897
3.659694 2.701243
3.519735 2.741275
3.499562 2.513869
3.493002 2.558632
1.049704 2.622885
1.454074 2.218783
1.882780 2.500626
1.376582 2.759044
1.309018 2.820197
1.252376 2.604101
1.549685 2.563605
1.649787 2.071326
1.485477 2.527657
1.092529 2.012128
0.898529 1.672364
0.501286 1.372929
0.908755 1.116931
0.048739 1.602810
0.486225 1.081076
0.229482 1.535929
0.703961 1.683556
0.754713 1.677650
0.275092 1.222204
0.527604 1.584110
2.780813 1.288001
2.593425 1.525362
2.569612 1.426739
2.445983 1.674676
2.174101 1.274809
2.652682 1.139015
2.230200 1.634197
2.854472 1.157353
2.544654 1.809744
2.656179 1.078047
3.587375 2.730609
3.365067 2.444931
3.426978 2.589107
3.010006 2.474614
3.368058 2.748193
3.538985 2.239781
3.127104 2.223319
3.765143 2.696715
3.650059 2.302035
3.462300 2.824159
1.781533 0.155398
1.297530 0.908637
1.378717 0.153582
1.696261 0.119685
1.455616 0.249470
1.034753 0.123369
1.455362 0.088837
1.021321 0.386359
1.088303 0.076627
1.862010 0.897512
0.788111 1.506618
0.475914 1.412023
0.516292 1.499248
0.462913 1.205982
0.532588 1.079326
0.263731 1.405030
0.234724 1.561260
0.404576 1.613441
0.714842 1.191746
0.733126 1.261367
3.406876 2.001205
3.118947 2.641600
3.562466 2.523523
3.345950 2.368217
3.715269 2.169984
3.629584 2.247394
3.028772 2.105229
3.234880 2.885489
3.511285 2.608726
3.012326 2.084878
1.559856 2.126560
1.288369 2.689810
1.586785 2.157431
1.473138 2.661442
1.372442 2.624683
1.542276 2.757438
1.496721 2.670505
1.262115 2.473987
1.124523 2.652280
1.053448 2.187266
2.145680 1.626878
2.276409 1.584847
2.737800 1.316243
2.651861 1.250848
2.747351 1.437144
2.402664 1.398116
2.563705 1.691034
2.178835 1.241399
2.848465 1.651973
2.902841 1.311816
1.689971 0.825549
1.282677 0.373487
1.792391 0.147229
1.354444 0.272421
1.440962 0.757363
1.827007 0.308234
1.860420 0.783651
1.375923 0.030933
1.727197 0.472738
1.403328 0.400417
2.892398 1.805560
2.686970 1.843726
2.680120 1.153802
2.874659 1.498226
2.626540 1.368896
2.898642 1.566975
2.366580 1.230006
2.657745 1.487785
2.131929 1.454339
2.531425 1.667244
2.360713 3.039293
2.074348 3.183544
2.738929 3.764030
2.798767 3.676702
2.899066 3.777319
2.146347 3.882372
2.673788 3.833317
2.817008 3.444817
2.078028 3.782576
2.033951 3.704568
1.242382 0.023503
1.362452 0.608961
1.253508 0.111106
1.187656 0.385438
1.565446 0.719081
1.143590 0.017068
1.758374 0.217938
1.200612 0.588212
1.072878 0.090288
1.355823 0.062853
3.867607 2.502170
3.036134 2.632304
3.426396 2.853142
3.168030 2.504424
3.726627 2.201982
3.299901 2.059918
3.225484 2.662354
3.668879 2.478993
3.773460 2.856535
3.864430 2.429815
2.789523 1.465461
2.310238 1.105916
2.218724 1.070026
2.584909 1.083093
2.017470 1.540248
2.512908 1.683995
2.639178 1.050700
2.290713 1.046955
2.698194 1.485642
2.436701 1.526885
0.614468 1.468926
0.415592 1.344556
0.519626 1.706305
0.391511 1.308729
0.282856 1.828212
0.835614 1.410159
0.808420 1.240615
0.681293 1.368271
0.065127 1.613563
0.360904 1.477180
3.677129 0.011664
3.874403 0.431501
3.120938 0.348441
3.705500 0.027425
3.213990 0.379137
3.216768 0.907750
3.888389 0.816270
3.591749 0.729164
3.278883 0.644019
3.635066 0.355060
1.148102 0.109058
1.233539 0.256043
1.352715 0.477611
1.611941 0.855349
1.051112 0.020833
1.782087 0.728241
1.032497 0.747399
1.250651 0.153434
1.186749 0.047060
1.180859 0.400739
1.853903 0.232571
1.611071 0.886400
1.070880 0.861722
1.130743 0.257629
1.908782 0.311603
1.658368 0.425888
1.709230 0.148675
1.831384 0.104946
1.230732 0.147861
1.688636 0.047717
3.099404 2.718295
3.012804 2.160006
3.072402 2.233933
3.573323 2.813211
3.157913 2.023807
3.696041 2.102725
3.256378 2.398021
3.080034 2.327258
3.350652 2.210778
3.584887 2.350343
0.522380 1.334164
0.776232 1.322519
0.482840 1.698524
0.427465 1.713572
0.846385 1.207010
0.761289 1.036698
0.016214 1.774092
0.196704 1.088616
0.098935 1.770027
0.901827 1.256848
3.793834 2.688777
3.359573 2.141121
3.177707 2.439607
3.468378 2.528360
3.650385 2.144175
3.878703 2.263674
3.478339 2.745844
3.586193 2.052088
3.535277 2.104567
3.765660 2.472571
0.311577 1.617857
0.509270 1.327791
0.482859 1.705974
0.416407 1.581793
0.566910 1.409143
0.838641 1.451653
0.188829 1.289123
0.592773 1.366537
0.728730 1.152061
0.894896 1.470023
3.296235 0.864508
3.733697 0.774574
3.701261 0.410799
3.826662 0.327447
3.515367 0.683231
3.800019 0.826944
3.391997 0.400197
3.245644 0.874856
3.197081 0.662051
3.547558 0.763991
0.162104 1.477108
0.306552 1.350933
0.766231 1.899326
0.717470 1.585870
0.142296 1.703275
0.146802 1.438531
0.658693 1.880499
0.304014 1.450863
0.382208 1.221586
0.778310 1.897575
1.904817 2.669238
1.815427 2.387723
1.160344 2.151981
1.353489 2.357425
1.814032 2.901047
1.212325 2.067045
1.469065 2.518877
1.417977 2.326205
1.509112 2.226356
1.002984 2.651408
3.020541 0.149786
3.180848 0.679234
3.121194 0.484862
3.221006 0.503402
3.706448 0.090225
3.491886 0.702174
3.759463 0.398223
3.180807 0.010716
3.550203 0.534295
3.368141 0.455144
2.125982 1.682159
2.537556 1.691181
2.395597 1.585671
2.468484 1.593897
2.854792 1.749190
2.589555 1.305047
2.612690 1.378296
2.514764 1.874413
2.347844 1.735198
2.777248 1.851687
